Date,Rate
2008-01-02,110
2008-01-03,110
2008-01-04,108
2008-01-07,108
2008-01-08,106
2008-01-09,108
2008-01-10,108
2008-01-11,107
2008-01-14,108
2008-01-15,106
2008-01-16,105
2008-01-17,101
2008-01-18,100
2008-01-22,99
2008-01-23,102
2008-01-24,103
2008-01-25,101
2008-01-28,103
2008-01-29,104
2008-01-30,103
2008-01-31,105
2008-02-01,107
2008-02-04,106
2008-02-05,102
2008-02-06,100
2008-02-07,102
2008-02-08,101
2008-02-11,102
2008-02-12,103
2008-02-13,104
2008-02-14,103
2008-02-15,103
2008-02-19,103
2008-02-20,104
2008-02-21,102
2008-02-22,103
2008-02-25,105
2008-02-26,106
2008-02-27,106
2008-02-28,105
2008-02-29,101
2008-03-03,101
2008-03-04,100
2008-03-05,101
2008-03-06,98
2008-03-07,96
2008-03-10,94
2008-03-11,100
2008-03-12,98
2008-03-13,99
2008-03-14,96
2008-03-17,94
2008-03-18,101
2008-03-19,97
2008-03-20,101
2008-03-24,103
2008-03-25,103
2008-03-26,102
2008-03-27,100
2008-03-28,99
2008-03-31,100
2008-04-01,105
2008-04-02,104
2008-04-03,105
2008-04-04,105
2008-04-07,105
2008-04-08,104
2008-04-09,103
2008-04-10,104
2008-04-11,101
2008-04-14,101
2008-04-15,101
2008-04-16,104
2008-04-17,104
2008-04-18,106
2008-04-21,106
2008-04-22,105
2008-04-23,106
2008-04-24,106
2008-04-25,107
2008-04-28,107
2008-04-29,106
2008-04-30,106
2008-05-01,108
2008-05-02,108
2008-05-05,108
2008-05-06,108
2008-05-07,107
2008-05-08,107
2008-05-09,106
2008-05-12,107
2008-05-13,107
2008-05-14,108
2008-05-15,109
2008-05-16,109
2008-05-19,109
2008-05-20,108
2008-05-21,106
2008-05-22,107
2008-05-23,105
2008-05-27,106
2008-05-28,106
2008-05-29,107
2008-05-30,107
2008-06-02,106
2008-06-03,105
2008-06-04,105
2008-06-05,107
2008-06-06,104
2008-06-09,104
2008-06-10,104
2008-06-11,101
2008-06-12,102
2008-06-13,104
2008-06-16,104
2008-06-17,103
2008-06-18,102
2008-06-19,102
2008-06-20,99
2008-06-23,99
2008-06-24,99
2008-06-25,100
2008-06-26,95
2008-06-27,94
2008-06-30,95
2008-07-01,95
2008-07-02,92
2008-07-03,92
2008-07-07,90
2008-07-08,94
2008-07-09,89
2008-07-10,91
2008-07-11,88
2008-07-14,86
2008-07-15,84
2008-07-16,89
2008-07-17,92
2008-07-18,92
2008-07-21,92
2008-07-22,94
2008-07-23,95
2008-07-24,90
2008-07-25,91
2008-07-28,87
2008-07-29,92
2008-07-30,95
2008-07-31,93
2008-08-01,92
2008-08-04,90
2008-08-05,95
2008-08-06,96
2008-08-07,92
2008-08-08,97
2008-08-11,98
2008-08-12,96
2008-08-13,95
2008-08-14,96
2008-08-15,97
2008-08-18,94
2008-08-19,93
2008-08-20,94
2008-08-21,94
2008-08-22,96
2008-08-25,93
2008-08-26,93
2008-08-27,95
2008-08-28,97
2008-08-29,95
2008-09-02,94
2008-09-03,94
2008-09-04,88
2008-09-05,89
2008-09-08,93
2008-09-09,86
2008-09-10,87
2008-09-11,90
2008-09-12,90
2008-09-15,80
2008-09-16,84
2008-09-17,73
2008-09-18,82
2008-09-19,91
2008-09-22,83
2008-09-23,79
2008-09-24,79
2008-09-25,83
2008-09-26,84
2008-09-29,62
2008-09-30,75
2008-10-01,74
2008-10-02,64
2008-10-03,60
2008-10-06,51
2008-10-07,38
2008-10-08,36
2008-10-09,23
2008-10-10,21
2008-10-13,40
2008-10-14,39
2008-10-15,22
2008-10-16,29
2008-10-17,28
2008-10-20,36
2008-10-21,30
2008-10-22,21
2008-10-23,22
2008-10-24,18
2008-10-27,14
2008-10-28,28
2008-10-29,26
2008-10-30,30
2008-10-31,33
2008-11-03,32
2008-11-04,40
2008-11-05,30
2008-11-06,22
2008-11-07,26
2008-11-10,24
2008-11-11,21
2008-11-12,15
2008-11-13,23
2008-11-14,17
2008-11-17,15
2008-11-18,16
2008-11-19,10
2008-11-20,6
2008-11-21,9
2008-11-24,15
2008-11-25,15
2008-11-26,19
2008-11-28,21
2008-12-01,11
2008-12-02,14
2008-12-03,17
2008-12-04,14
2008-12-05,18
2008-12-08,23
2008-12-09,19
2008-12-10,21
2008-12-11,17
2008-12-12,18
2008-12-15,17
2008-12-16,23
2008-12-17,22
2008-12-18,19
2008-12-19,19
2008-12-22,17
2008-12-23,16
2008-12-24,17
2008-12-26,17
2008-12-29,17
2008-12-30,20
2008-12-31,22
2009-01-02,26
2009-01-05,25
2009-01-06,27
2009-01-07,22
2009-01-08,23
2009-01-09,20
2009-01-12,17
2009-01-13,17
2009-01-14,14
2009-01-15,14
2009-01-16,15
2009-01-20,10
2009-01-21,13
2009-01-22,12
2009-01-23,12
2009-01-26,13
2009-01-27,14
2009-01-28,17
2009-01-29,14
2009-01-30,12
2009-02-02,12
2009-02-03,13
2009-02-04,13
2009-02-05,14
2009-02-06,17
2009-02-09,17
2009-02-10,12
2009-02-11,13
2009-02-12,13
2009-02-13,12
2009-02-17,9
2009-02-18,8
2009-02-19,8
2009-02-20,7
2009-02-23,5
2009-02-24,7
2009-02-25,7
2009-02-26,6
2009-02-27,5
2009-03-02,3
2009-03-03,3
2009-03-04,4
2009-03-05,3
2009-03-06,3
2009-03-09,2
2009-03-10,4
2009-03-11,4
2009-03-12,6
2009-03-13,6
2009-03-16,6
2009-03-17,8
2009-03-18,9
2009-03-19,8
2009-03-20,7
2009-03-23,12
2009-03-24,10
2009-03-25,11
2009-03-26,13
2009-03-27,11
2009-03-30,8
2009-03-31,9
2009-04-01,10
2009-04-02,13
2009-04-03,14
2009-04-06,13
2009-04-07,11
2009-04-08,12
2009-04-09,15
2009-04-13,16
2009-04-14,14
2009-04-15,15
2009-04-16,16
2009-04-17,17
2009-04-20,13
2009-04-21,15
2009-04-22,14
2009-04-23,15
2009-04-24,16
2009-04-27,15
2009-04-28,15
2009-04-29,17
2009-04-30,17
2009-05-01,18
2009-05-04,22
2009-05-05,22
2009-05-06,24
2009-05-07,22
2009-05-08,26
2009-05-11,23
2009-05-12,22
2009-05-13,19
2009-05-14,20
2009-05-15,19
2009-05-18,23
2009-05-19,22
2009-05-20,22
2009-05-21,19
2009-05-22,19
2009-05-26,23
2009-05-27,20
2009-05-28,22
2009-05-29,24
2009-06-01,28
2009-06-02,28
2009-06-03,26
2009-06-04,28
2009-06-05,28
2009-06-08,27
2009-06-09,28
2009-06-10,27
2009-06-11,28
2009-06-12,29
2009-06-15,25
2009-06-16,23
2009-06-17,23
2009-06-18,24
2009-06-19,24
2009-06-22,20
2009-06-23,20
2009-06-24,21
2009-06-25,24
2009-06-26,24
2009-06-29,25
2009-06-30,24
2009-07-01,25
2009-07-02,21
2009-07-06,21
2009-07-07,18
2009-07-08,18
2009-07-09,19
2009-07-10,18
2009-07-13,21
2009-07-14,22
2009-07-15,26
2009-07-16,28
2009-07-17,28
2009-07-20,30
2009-07-21,30
2009-07-22,30
2009-07-23,34
2009-07-24,35
2009-07-27,35
2009-07-28,35
2009-07-29,34
2009-07-30,36
2009-07-31,36
