Date,Rate
2008-01-02,422
2008-01-03,422
2008-01-04,414
2008-01-07,415
2008-01-08,408
2008-01-09,413
2008-01-10,416
2008-01-11,411
2008-01-14,415
2008-01-15,405
2008-01-16,403
2008-01-17,388
2008-01-18,385
2008-01-22,378
2008-01-23,391
2008-01-24,396
2008-01-25,387
2008-01-28,396
2008-01-29,399
2008-01-30,397
2008-01-31,405
2008-02-01,410
2008-02-04,405
2008-02-05,390
2008-02-06,386
2008-02-07,390
2008-02-08,388
2008-02-11,391
2008-02-12,395
2008-02-13,401
2008-02-14,395
2008-02-15,395
2008-02-19,395
2008-02-20,399
2008-02-21,392
2008-02-22,396
2008-02-25,403
2008-02-26,406
2008-02-27,405
2008-02-28,401
2008-02-29,387
2008-03-03,388
2008-03-04,386
2008-03-05,389
2008-03-06,375
2008-03-07,370
2008-03-10,359
2008-03-11,383
2008-03-12,378
2008-03-13,381
2008-03-14,367
2008-03-17,361
2008-03-18,387
2008-03-19,373
2008-03-20,387
2008-03-24,395
2008-03-25,396
2008-03-26,392
2008-03-27,385
2008-03-28,381
2008-03-31,384
2008-04-01,402
2008-04-02,401
2008-04-03,402
2008-04-04,402
2008-04-07,403
2008-04-08,401
2008-04-09,397
2008-04-10,399
2008-04-11,388
2008-04-14,386
2008-04-15,389
2008-04-16,400
2008-04-17,401
2008-04-18,408
2008-04-21,408
2008-04-22,404
2008-04-23,405
2008-04-24,408
2008-04-25,410
2008-04-28,410
2008-04-29,408
2008-04-30,407
2008-05-01,413
2008-05-02,414
2008-05-05,413
2008-05-06,416
2008-05-07,409
2008-05-08,410
2008-05-09,408
2008-05-12,412
2008-05-13,412
2008-05-14,413
2008-05-15,417
2008-05-16,417
2008-05-19,417
2008-05-20,414
2008-05-21,408
2008-05-22,409
2008-05-23,404
2008-05-27,407
2008-05-28,408
2008-05-29,410
2008-05-30,411
2008-06-02,407
2008-06-03,404
2008-06-04,404
2008-06-05,412
2008-06-06,399
2008-06-09,399
2008-06-10,398
2008-06-11,389
2008-06-12,391
2008-06-13,399
2008-06-16,399
2008-06-17,395
2008-06-18,390
2008-06-19,392
2008-06-20,382
2008-06-23,382
2008-06-24,380
2008-06-25,384
2008-06-26,365
2008-06-27,362
2008-06-30,363
2008-07-01,366
2008-07-02,353
2008-07-03,353
2008-07-07,347
2008-07-08,360
2008-07-09,342
2008-07-10,348
2008-07-11,339
2008-07-14,332
2008-07-15,323
2008-07-16,343
2008-07-17,352
2008-07-18,352
2008-07-21,352
2008-07-22,361
2008-07-23,364
2008-07-24,347
2008-07-25,350
2008-07-28,336
2008-07-29,354
2008-07-30,365
2008-07-31,356
2008-08-01,352
2008-08-04,345
2008-08-05,366
2008-08-06,368
2008-08-07,355
2008-08-08,372
2008-08-11,376
2008-08-12,368
2008-08-13,366
2008-08-14,370
2008-08-15,372
2008-08-18,362
2008-08-19,356
2008-08-20,360
2008-08-21,362
2008-08-22,369
2008-08-25,356
2008-08-26,358
2008-08-27,364
2008-08-28,374
2008-08-29,365
2008-09-02,362
2008-09-03,360
2008-09-04,337
2008-09-05,341
2008-09-08,356
2008-09-09,329
2008-09-10,334
2008-09-11,345
2008-09-12,347
2008-09-15,307
2008-09-16,322
2008-09-17,279
2008-09-18,317
2008-09-19,349
2008-09-22,317
2008-09-23,304
2008-09-24,302
2008-09-25,319
2008-09-26,321
2008-09-29,238
2008-09-30,287
2008-10-01,283
2008-10-02,245
2008-10-03,232
2008-10-06,196
2008-10-07,147
2008-10-08,139
2008-10-09,88
2008-10-10,82
2008-10-13,153
2008-10-14,149
2008-10-15,87
2008-10-16,111
2008-10-17,107
2008-10-20,139
2008-10-21,117
2008-10-22,80
2008-10-23,87
2008-10-24,70
2008-10-27,56
2008-10-28,107
2008-10-29,101
2008-10-30,117
2008-10-31,127
2008-11-03,125
2008-11-04,155
2008-11-05,116
2008-11-06,85
2008-11-07,101
2008-11-10,94
2008-11-11,82
2008-11-12,58
2008-11-13,89
2008-11-14,68
2008-11-17,57
2008-11-18,61
2008-11-19,40
2008-11-20,24
2008-11-21,37
2008-11-24,58
2008-11-25,60
2008-11-26,75
2008-11-28,80
2008-12-01,43
2008-12-02,56
2008-12-03,67
2008-12-04,55
2008-12-05,69
2008-12-08,88
2008-12-09,76
2008-12-10,82
2008-12-11,68
2008-12-12,71
2008-12-15,66
2008-12-16,90
2008-12-17,85
2008-12-18,74
2008-12-19,76
2008-12-22,67
