Date,Rate
2008-01-02,273
2008-01-03,273
2008-01-04,268
2008-01-07,269
2008-01-08,264
2008-01-09,268
2008-01-10,269
2008-01-11,266
2008-01-14,269
2008-01-15,262
2008-01-16,261
2008-01-17,251
2008-01-18,249
2008-01-22,245
2008-01-23,253
2008-01-24,256
2008-01-25,251
2008-01-28,257
2008-01-29,259
2008-01-30,257
2008-01-31,262
2008-02-01,265
2008-02-04,262
2008-02-05,252
2008-02-06,250
2008-02-07,252
2008-02-08,251
2008-02-11,253
2008-02-12,255
2008-02-13,260
2008-02-14,255
2008-02-15,256
2008-02-19,255
2008-02-20,258
2008-02-21,254
2008-02-22,256
2008-02-25,261
2008-02-26,263
2008-02-27,262
2008-02-28,260
2008-02-29,251
2008-03-03,251
2008-03-04,250
2008-03-05,252
2008-03-06,243
2008-03-07,240
2008-03-10,233
2008-03-11,248
2008-03-12,244
2008-03-13,246
2008-03-14,238
2008-03-17,234
2008-03-18,251
2008-03-19,241
2008-03-20,250
2008-03-24,256
2008-03-25,256
2008-03-26,253
2008-03-27,249
2008-03-28,246
2008-03-31,249
2008-04-01,260
2008-04-02,260
2008-04-03,260
2008-04-04,260
2008-04-07,261
2008-04-08,259
2008-04-09,257
2008-04-10,258
2008-04-11,251
2008-04-14,250
2008-04-15,252
2008-04-16,259
2008-04-17,259
2008-04-18,264
2008-04-21,264
2008-04-22,261
2008-04-23,262
2008-04-24,264
2008-04-25,266
2008-04-28,265
2008-04-29,264
2008-04-30,263
2008-05-01,268
2008-05-02,268
2008-05-05,267
2008-05-06,269
2008-05-07,265
2008-05-08,266
2008-05-09,264
2008-05-12,267
2008-05-13,267
2008-05-14,267
2008-05-15,270
2008-05-16,270
2008-05-19,270
2008-05-20,268
2008-05-21,264
2008-05-22,265
2008-05-23,261
2008-05-27,263
2008-05-28,264
2008-05-29,266
2008-05-30,266
2008-06-02,263
2008-06-03,262
2008-06-04,262
2008-06-05,267
2008-06-06,258
2008-06-09,258
2008-06-10,258
2008-06-11,252
2008-06-12,253
2008-06-13,258
2008-06-16,258
2008-06-17,256
2008-06-18,253
2008-06-19,254
2008-06-20,247
2008-06-23,247
2008-06-24,246
2008-06-25,248
2008-06-26,236
2008-06-27,234
2008-06-30,235
2008-07-01,237
2008-07-02,228
2008-07-03,229
2008-07-07,225
2008-07-08,233
2008-07-09,222
2008-07-10,225
2008-07-11,219
2008-07-14,215
2008-07-15,209
2008-07-16,222
2008-07-17,228
2008-07-18,228
2008-07-21,228
2008-07-22,234
2008-07-23,236
2008-07-24,225
2008-07-25,227
2008-07-28,217
2008-07-29,229
2008-07-30,236
2008-07-31,230
2008-08-01,228
2008-08-04,223
2008-08-05,237
2008-08-06,238
2008-08-07,230
2008-08-08,240
2008-08-11,243
2008-08-12,238
2008-08-13,237
2008-08-14,239
2008-08-15,241
2008-08-18,234
2008-08-19,230
2008-08-20,233
2008-08-21,234
2008-08-22,239
2008-08-25,230
2008-08-26,232
2008-08-27,236
2008-08-28,242
2008-08-29,236
2008-09-02,234
2008-09-03,233
2008-09-04,218
2008-09-05,221
2008-09-08,231
2008-09-09,213
2008-09-10,216
2008-09-11,223
2008-09-12,224
2008-09-15,199
2008-09-16,208
2008-09-17,181
2008-09-18,205
2008-09-19,226
2008-09-22,205
2008-09-23,196
2008-09-24,195
2008-09-25,206
2008-09-26,208
2008-09-29,154
2008-09-30,186
2008-10-01,183
2008-10-02,158
2008-10-03,150
2008-10-06,127
2008-10-07,95
2008-10-08,90
2008-10-09,57
2008-10-10,53
2008-10-13,99
2008-10-14,96
2008-10-15,56
2008-10-16,72
2008-10-17,69
2008-10-20,90
2008-10-21,76
2008-10-22,52
2008-10-23,56
2008-10-24,45
2008-10-27,36
2008-10-28,69
2008-10-29,65
2008-10-30,75
2008-10-31,82
2008-11-03,81
2008-11-04,100
2008-11-05,75
2008-11-06,55
2008-11-07,65
2008-11-10,61
2008-11-11,53
2008-11-12,37
2008-11-13,57
2008-11-14,44
2008-11-17,37
2008-11-18,39
2008-11-19,26
2008-11-20,15
2008-11-21,24
2008-11-24,37
2008-11-25,39
2008-11-26,49
2008-11-28,52
2008-12-01,28
2008-12-02,36
2008-12-03,43
2008-12-04,35
2008-12-05,45
2008-12-08,57
2008-12-09,49
2008-12-10,53
2008-12-11,44
2008-12-12,46
2008-12-15,42
2008-12-16,58
2008-12-17,55
2008-12-18,48
2008-12-19,49
2008-12-22,43
2008-12-23,41
2008-12-24,42
2008-12-26,44
2008-12-29,43
2008-12-30,50
2008-12-31,54
2009-01-02,66
2009-01-05,64
2009-01-06,67
2009-01-07,56
2009-01-08,57
2009-01-09,50
2009-01-12,43
2009-01-13,43
2009-01-14,35
2009-01-15,35
2009-01-16,37
2009-01-20,25
2009-01-21,34
2009-01-22,31
2009-01-23,32
2009-01-26,33
2009-01-27,35
2009-01-28,44
2009-01-29,35
2009-01-30,30
2009-02-02,30
2009-02-03,33
2009-02-04,32
2009-02-05,35
2009-02-06,42
2009-02-09,43
2009-02-10,30
2009-02-11,32
2009-02-12,33
2009-02-13,30
2009-02-17,22
2009-02-18,22
2009-02-19,20
2009-02-20,18
2009-02-23,14
2009-02-24,19
2009-02-25,17
2009-02-26,15
2009-02-27,13
2009-03-02,9
2009-03-03,8
2009-03-04,10
2009-03-05,7
2009-03-06,7
2009-03-09,7
2009-03-10,11
2009-03-11,11
2009-03-12,15
2009-03-13,16
2009-03-16,16
2009-03-17,20
2009-03-18,23
2009-03-19,21
2009-03-20,18
2009-03-23,29
2009-03-24,25
2009-03-25,27
2009-03-26,32
2009-03-27,28
2009-03-30,21
2009-03-31,24
2009-04-01,27
2009-04-02,32
2009-04-03,35
2009-04-06,33
2009-04-07,28
2009-04-08,30
2009-04-09,39
2009-04-13,39
2009-04-14,34
2009-04-15,37
2009-04-16,41
2009-04-17,43
2009-04-20,32
2009-04-21,37
2009-04-22,35
2009-04-23,37
2009-04-24,42
2009-04-27,39
2009-04-28,38
2009-04-29,44
2009-04-30,44
2009-05-01,45
2009-05-04,56
2009-05-05,55
2009-05-06,61
2009-05-07,56
2009-05-08,65
2009-05-11,57
2009-05-12,56
2009-05-13,47
2009-05-14,51
2009-05-15,47
2009-05-18,57
2009-05-19,56
2009-05-20,54
2009-05-21,49
2009-05-22,48
2009-05-26,57
2009-05-27,51
2009-05-28,56
2009-05-29,60
2009-06-01,70
2009-06-02,71
2009-06-03,66
2009-06-04,70
2009-06-05,69
2009-06-08,69
2009-06-09,70
2009-06-10,69
2009-06-11,71
2009-06-12,72
2009-06-15,62
2009-06-16,58
2009-06-17,57
2009-06-18,60
2009-06-19,61
2009-06-22,51
2009-06-23,51
2009-06-24,53
2009-06-25,61
2009-06-26,60
2009-06-29,64
2009-06-30,61
2009-07-01,62
2009-07-02,52
2009-07-06,53
2009-07-07,46
2009-07-08,46
2009-07-09,47
2009-07-10,46
2009-07-13,54
2009-07-14,55
2009-07-15,66
2009-07-16,69
2009-07-17,69
2009-07-20,74
2009-07-21,76
2009-07-22,75
2009-07-23,86
2009-07-24,87
2009-07-27,88
2009-07-28,87
2009-07-29,85
2009-07-30,91
2009-07-31,91
2009-08-03,99
2009-08-04,100
2009-08-05,99
2009-08-06,96
2009-08-07,103
2009-08-10,101
2009-08-11,94
2009-08-12,100
2009-08-13,104
2009-08-14,99
2009-08-17,87
2009-08-18,92
2009-08-19,95
2009-08-20,101
2009-08-21,111
2009-08-24,110
2009-08-25,112
2009-08-26,112
2009-08-27,113
2009-08-28,112
2009-08-31,108
2009-09-01,96
2009-09-02,95
2009-09-03,99
2009-09-04,106
2009-09-08,110
2009-09-09,114
2009-09-10,120
2009-09-11,119
2009-09-14,123
2009-09-15,125
2009-09-16,134
2009-09-17,132
2009-09-18,133
2009-09-21,131
2009-09-22,135
2009-09-23,129
2009-09-24,124
2009-09-25,120
2009-09-28,130
2009-09-29,129
2009-09-30,127
2009-10-01,113
2009-10-02,110
2009-10-05,118
2009-10-06,126
2009-10-07,127
2009-10-08,132
2009-10-09,135
2009-10-12,138
2009-10-13,136
2009-10-14,146
2009-10-15,149
2009-10-16,144
2009-10-19,149
2009-10-20,146
2009-10-21,140
2009-10-22,147
2009-10-23,139
2009-10-26,133
2009-10-27,131
2009-10-28,119
2009-10-29,132
2009-10-30,116
2009-11-02,120
2009-11-03,121
2009-11-04,121
2009-11-05,132
2009-11-06,134
2009-11-09,147
2009-11-10,147
2009-11-11,150
2009-11-12,144
2009-11-13,147
2009-11-16,156
2009-11-17,156
2009-11-18,156
2009-11-19,148
2009-11-20,146
2009-11-23,154
2009-11-24,154
2009-11-25,156
2009-11-27,146
2009-11-30,148
2009-12-01,155
2009-12-02,156
2009-12-03,151
2009-12-04,154
2009-12-07,152
2009-12-08,146
2009-12-09,148
2009-12-10,152
2009-12-11,154
2009-12-14,158
