Date,Rate
2008-01-02,225
2008-01-03,225
2008-01-04,221
2008-01-07,221
2008-01-08,218
2008-01-09,221
2008-01-10,222
2008-01-11,219
2008-01-14,221
2008-01-15,216
2008-01-16,215
2008-01-17,207
2008-01-18,205
2008-01-22,202
2008-01-23,208
2008-01-24,211
2008-01-25,207
2008-01-28,212
2008-01-29,213
2008-01-30,212
2008-01-31,216
2008-02-01,219
2008-02-04,216
2008-02-05,208
2008-02-06,206
2008-02-07,208
2008-02-08,207
2008-02-11,208
2008-02-12,211
2008-02-13,214
2008-02-14,211
2008-02-15,211
2008-02-19,210
2008-02-20,213
2008-02-21,209
2008-02-22,211
2008-02-25,215
2008-02-26,216
2008-02-27,216
2008-02-28,214
2008-02-29,207
2008-03-03,207
2008-03-04,206
2008-03-05,207
2008-03-06,200
2008-03-07,197
2008-03-10,192
2008-03-11,204
2008-03-12,201
2008-03-13,203
2008-03-14,196
2008-03-17,193
2008-03-18,207
2008-03-19,199
2008-03-20,206
2008-03-24,211
2008-03-25,211
2008-03-26,209
2008-03-27,206
2008-03-28,203
2008-03-31,205
2008-04-01,215
2008-04-02,214
2008-04-03,214
2008-04-04,215
2008-04-07,215
2008-04-08,214
2008-04-09,212
2008-04-10,213
2008-04-11,207
2008-04-14,206
2008-04-15,207
2008-04-16,214
2008-04-17,214
2008-04-18,218
2008-04-21,217
2008-04-22,216
2008-04-23,216
2008-04-24,218
2008-04-25,219
2008-04-28,219
2008-04-29,218
2008-04-30,217
2008-05-01,221
2008-05-02,221
2008-05-05,220
2008-05-06,222
2008-05-07,218
2008-05-08,219
2008-05-09,218
2008-05-12,220
2008-05-13,220
2008-05-14,220
2008-05-15,222
2008-05-16,223
2008-05-19,223
2008-05-20,221
2008-05-21,218
2008-05-22,218
2008-05-23,216
2008-05-27,217
2008-05-28,218
2008-05-29,219
2008-05-30,219
2008-06-02,217
2008-06-03,216
2008-06-04,216
2008-06-05,220
2008-06-06,213
2008-06-09,213
2008-06-10,212
2008-06-11,208
2008-06-12,209
2008-06-13,213
2008-06-16,213
2008-06-17,211
2008-06-18,208
2008-06-19,209
2008-06-20,204
2008-06-23,204
2008-06-24,203
2008-06-25,205
2008-06-26,195
2008-06-27,193
2008-06-30,194
2008-07-01,195
2008-07-02,188
2008-07-03,189
2008-07-07,185
2008-07-08,192
2008-07-09,183
2008-07-10,185
2008-07-11,181
2008-07-14,177
2008-07-15,172
2008-07-16,183
2008-07-17,188
2008-07-18,188
2008-07-21,188
2008-07-22,193
2008-07-23,194
2008-07-24,185
2008-07-25,187
2008-07-28,179
2008-07-29,189
2008-07-30,195
2008-07-31,190
2008-08-01,188
2008-08-04,184
2008-08-05,195
2008-08-06,196
2008-08-07,189
2008-08-08,198
2008-08-11,201
2008-08-12,196
2008-08-13,195
2008-08-14,197
2008-08-15,199
2008-08-18,193
2008-08-19,190
2008-08-20,192
2008-08-21,193
2008-08-22,197
2008-08-25,190
2008-08-26,191
2008-08-27,194
2008-08-28,199
2008-08-29,194
2008-09-02,193
2008-09-03,192
2008-09-04,180
2008-09-05,182
2008-09-08,190
2008-09-09,176
2008-09-10,178
2008-09-11,184
2008-09-12,185
2008-09-15,164
2008-09-16,172
2008-09-17,149
2008-09-18,169
2008-09-19,186
2008-09-22,169
2008-09-23,162
2008-09-24,161
2008-09-25,170
2008-09-26,171
2008-09-29,127
2008-09-30,153
2008-10-01,151
2008-10-02,130
2008-10-03,124
2008-10-06,105
2008-10-07,79
2008-10-08,74
2008-10-09,47
2008-10-10,43
