Date,Rate
2008-01-02,239
2008-01-03,239
2008-01-04,235
2008-01-07,236
2008-01-08,232
2008-01-09,235
2008-01-10,236
2008-01-11,233
2008-01-14,236
2008-01-15,230
2008-01-16,229
2008-01-17,220
2008-01-18,219
2008-01-22,215
2008-01-23,222
2008-01-24,225
2008-01-25,220
2008-01-28,225
2008-01-29,227
2008-01-30,225
2008-01-31,230
2008-02-01,233
2008-02-04,230
2008-02-05,221
2008-02-06,219
2008-02-07,221
2008-02-08,220
2008-02-11,222
2008-02-12,224
2008-02-13,228
2008-02-14,224
2008-02-15,224
2008-02-19,224
2008-02-20,226
2008-02-21,223
2008-02-22,225
2008-02-25,229
2008-02-26,230
2008-02-27,230
2008-02-28,228
2008-02-29,220
2008-03-03,220
2008-03-04,219
2008-03-05,221
2008-03-06,213
2008-03-07,210
2008-03-10,204
2008-03-11,217
2008-03-12,214
2008-03-13,216
2008-03-14,209
2008-03-17,205
2008-03-18,220
2008-03-19,211
2008-03-20,220
2008-03-24,224
2008-03-25,225
2008-03-26,222
2008-03-27,219
2008-03-28,216
2008-03-31,218
2008-04-01,228
2008-04-02,228
2008-04-03,228
2008-04-04,228
2008-04-07,229
2008-04-08,227
2008-04-09,225
2008-04-10,226
2008-04-11,220
2008-04-14,219
2008-04-15,221
2008-04-16,227
2008-04-17,227
2008-04-18,232
2008-04-21,231
2008-04-22,229
2008-04-23,230
2008-04-24,232
2008-04-25,233
2008-04-28,233
2008-04-29,232
2008-04-30,231
2008-05-01,235
2008-05-02,235
2008-05-05,234
2008-05-06,236
2008-05-07,232
2008-05-08,233
2008-05-09,231
2008-05-12,234
2008-05-13,234
2008-05-14,235
2008-05-15,237
2008-05-16,237
2008-05-19,237
2008-05-20,235
2008-05-21,232
2008-05-22,232
2008-05-23,229
2008-05-27,231
2008-05-28,232
2008-05-29,233
2008-05-30,233
2008-06-02,231
2008-06-03,230
2008-06-04,230
2008-06-05,234
2008-06-06,226
2008-06-09,227
2008-06-10,226
2008-06-11,221
2008-06-12,222
2008-06-13,226
2008-06-16,226
2008-06-17,224
2008-06-18,222
2008-06-19,223
2008-06-20,217
2008-06-23,217
2008-06-24,216
2008-06-25,218
2008-06-26,207
2008-06-27,206
2008-06-30,206
2008-07-01,208
2008-07-02,200
2008-07-03,201
2008-07-07,197
2008-07-08,204
2008-07-09,194
2008-07-10,197
2008-07-11,192
2008-07-14,188
2008-07-15,183
2008-07-16,195
2008-07-17,200
2008-07-18,200
2008-07-21,200
2008-07-22,205
2008-07-23,207
2008-07-24,197
2008-07-25,199
2008-07-28,191
2008-07-29,201
2008-07-30,207
2008-07-31,202
2008-08-01,200
2008-08-04,196
2008-08-05,208
2008-08-06,209
2008-08-07,202
2008-08-08,211
2008-08-11,213
2008-08-12,209
2008-08-13,208
2008-08-14,210
2008-08-15,211
2008-08-18,206
2008-08-19,202
2008-08-20,204
2008-08-21,205
2008-08-22,210
2008-08-25,202
2008-08-26,203
2008-08-27,207
2008-08-28,212
2008-08-29,207
2008-09-02,205
2008-09-03,204
2008-09-04,191
2008-09-05,193
2008-09-08,202
2008-09-09,187
2008-09-10,190
2008-09-11,196
2008-09-12,197
2008-09-15,174
2008-09-16,183
2008-09-17,158
2008-09-18,180
2008-09-19,198
2008-09-22,180
2008-09-23,172
2008-09-24,171
2008-09-25,181
2008-09-26,182
2008-09-29,135
2008-09-30,163
2008-10-01,160
2008-10-02,139
2008-10-03,132
2008-10-06,111
2008-10-07,84
2008-10-08,79
2008-10-09,50
2008-10-10,46
2008-10-13,87
2008-10-14,84
2008-10-15,49
2008-10-16,63
2008-10-17,61
2008-10-20,79
2008-10-21,66
2008-10-22,46
2008-10-23,49
2008-10-24,39
2008-10-27,32
2008-10-28,61
2008-10-29,57
2008-10-30,66
2008-10-31,72
2008-11-03,71
2008-11-04,88
2008-11-05,65
2008-11-06,48
2008-11-07,57
2008-11-10,53
2008-11-11,46
2008-11-12,33
2008-11-13,50
2008-11-14,38
2008-11-17,32
2008-11-18,34
2008-11-19,22
2008-11-20,13
2008-11-21,21
2008-11-24,33
2008-11-25,34
2008-11-26,43
2008-11-28,45
2008-12-01,24
2008-12-02,32
2008-12-03,38
2008-12-04,31
2008-12-05,39
2008-12-08,50
2008-12-09,43
2008-12-10,46
2008-12-11,38
2008-12-12,40
2008-12-15,37
2008-12-16,51
2008-12-17,48
2008-12-18,42
2008-12-19,43
2008-12-22,38
2008-12-23,36
2008-12-24,37
2008-12-26,38
2008-12-29,37
2008-12-30,44
2008-12-31,48
2009-01-02,58
2009-01-05,56
2009-01-06,59
2009-01-07,49
2009-01-08,50
2009-01-09,43
2009-01-12,38
2009-01-13,38
2009-01-14,30
2009-01-15,31
2009-01-16,32
2009-01-20,22
2009-01-21,30
2009-01-22,27
2009-01-23,28
2009-01-26,29
2009-01-27,31
2009-01-28,39
2009-01-29,31
2009-01-30,26
2009-02-02,26
2009-02-03,29
2009-02-04,28
2009-02-05,31
2009-02-06,37
2009-02-09,37
2009-02-10,27
2009-02-11,28
2009-02-12,28
2009-02-13,27
2009-02-17,19
2009-02-18,19
2009-02-19,17
2009-02-20,16
2009-02-23,12
2009-02-24,16
2009-02-25,15
2009-02-26,13
2009-02-27,11
2009-03-02,8
2009-03-03,7
2009-03-04,9
2009-03-05,6
2009-03-06,6
2009-03-09,6
2009-03-10,10
2009-03-11,10
2009-03-12,13
2009-03-13,14
2009-03-16,14
2009-03-17,17
2009-03-18,20
2009-03-19,18
2009-03-20,16
2009-03-23,26
2009-03-24,22
2009-03-25,24
2009-03-26,28
2009-03-27,24
2009-03-30,19
2009-03-31,21
2009-04-01,23
2009-04-02,28
2009-04-03,30
2009-04-06,29
2009-04-07,24
2009-04-08,26
2009-04-09,34
2009-04-13,34
2009-04-14,30
2009-04-15,33
2009-04-16,36
2009-04-17,37
2009-04-20,28
2009-04-21,32
2009-04-22,30
2009-04-23,33
2009-04-24,36
2009-04-27,34
2009-04-28,33
2009-04-29,38
2009-04-30,38
2009-05-01,40
2009-05-04,49
2009-05-05,48
2009-05-06,53
2009-05-07,49
2009-05-08,57
2009-05-11,50
2009-05-12,49
2009-05-13,42
2009-05-14,44
2009-05-15,41
2009-05-18,50
2009-05-19,49
2009-05-20,48
2009-05-21,43
2009-05-22,42
2009-05-26,50
2009-05-27,44
2009-05-28,49
2009-05-29,53
2009-06-01,62
2009-06-02,62
2009-06-03,58
2009-06-04,62
2009-06-05,61
2009-06-08,60
2009-06-09,61
2009-06-10,60
2009-06-11,62
2009-06-12,63
2009-06-15,55
2009-06-16,51
2009-06-17,50
2009-06-18,53
2009-06-19,54
2009-06-22,44
2009-06-23,45
2009-06-24,47
2009-06-25,53
2009-06-26,53
2009-06-29,56
2009-06-30,53
2009-07-01,54
2009-07-02,45
2009-07-06,46
2009-07-07,41
2009-07-08,40
2009-07-09,41
2009-07-10,40
2009-07-13,47
2009-07-14,48
2009-07-15,58
2009-07-16,61
2009-07-17,61
2009-07-20,65
2009-07-21,66
2009-07-22,66
2009-07-23,75
2009-07-24,76
2009-07-27,78
2009-07-28,76
2009-07-29,75
2009-07-30,79
2009-07-31,80
2009-08-03,86
2009-08-04,88
2009-08-05,86
2009-08-06,84
2009-08-07,90
2009-08-10,88
2009-08-11,83
2009-08-12,88
2009-08-13,91
2009-08-14,87
2009-08-17,76
2009-08-18,81
2009-08-19,84
2009-08-20,88
2009-08-21,97
2009-08-24,97
2009-08-25,98
2009-08-26,98
2009-08-27,99
2009-08-28,98
2009-08-31,94
2009-09-01,84
2009-09-02,83
2009-09-03,87
2009-09-04,93
2009-09-08,97
2009-09-09,100
2009-09-10,105
2009-09-11,105
2009-09-14,108
2009-09-15,109
2009-09-16,117
2009-09-17,116
2009-09-18,117
2009-09-21,115
2009-09-22,118
2009-09-23,113
2009-09-24,109
2009-09-25,106
2009-09-28,114
2009-09-29,113
2009-09-30,112
2009-10-01,99
2009-10-02,97
2009-10-05,104
2009-10-06,110
2009-10-07,112
2009-10-08,115
2009-10-09,118
2009-10-12,121
2009-10-13,119
2009-10-14,128
2009-10-15,130
2009-10-16,126
2009-10-19,131
2009-10-20,128
2009-10-21,123
2009-10-22,129
2009-10-23,122
2009-10-26,116
2009-10-27,115
2009-10-28,105
2009-10-29,116
2009-10-30,102
2009-11-02,105
2009-11-03,106
2009-11-04,107
2009-11-05,116
2009-11-06,117
2009-11-09,129
2009-11-10,129
