Date,Rate
2008-01-02,172
2008-01-03,172
2008-01-04,169
2008-01-07,169
2008-01-08,167
2008-01-09,169
2008-01-10,170
2008-01-11,168
2008-01-14,169
2008-01-15,166
2008-01-16,165
2008-01-17,159
2008-01-18,157
2008-01-22,155
2008-01-23,159
2008-01-24,162
2008-01-25,158
2008-01-28,162
2008-01-29,163
2008-01-30,162
2008-01-31,165
2008-02-01,167
2008-02-04,166
2008-02-05,159
2008-02-06,157
2008-02-07,159
2008-02-08,158
2008-02-11,160
2008-02-12,161
2008-02-13,164
2008-02-14,161
2008-02-15,161
2008-02-19,161
2008-02-20,163
2008-02-21,160
2008-02-22,162
2008-02-25,164
2008-02-26,166
2008-02-27,165
2008-02-28,164
2008-02-29,158
2008-03-03,158
2008-03-04,157
2008-03-05,159
2008-03-06,153
2008-03-07,151
2008-03-10,147
2008-03-11,156
2008-03-12,154
2008-03-13,155
2008-03-14,150
2008-03-17,147
2008-03-18,158
2008-03-19,152
2008-03-20,158
2008-03-24,161
2008-03-25,162
2008-03-26,160
2008-03-27,157
2008-03-28,155
2008-03-31,157
2008-04-01,164
2008-04-02,164
2008-04-03,164
2008-04-04,164
2008-04-07,165
2008-04-08,164
2008-04-09,162
2008-04-10,163
2008-04-11,159
2008-04-14,158
2008-04-15,159
2008-04-16,163
2008-04-17,164
2008-04-18,167
2008-04-21,166
2008-04-22,165
2008-04-23,165
2008-04-24,167
2008-04-25,168
2008-04-28,167
2008-04-29,167
2008-04-30,166
2008-05-01,169
2008-05-02,169
2008-05-05,169
2008-05-06,170
2008-05-07,167
2008-05-08,168
2008-05-09,166
2008-05-12,168
2008-05-13,168
2008-05-14,169
2008-05-15,170
2008-05-16,170
2008-05-19,170
2008-05-20,169
2008-05-21,167
2008-05-22,167
2008-05-23,165
2008-05-27,166
2008-05-28,167
2008-05-29,168
2008-05-30,168
2008-06-02,166
2008-06-03,165
2008-06-04,165
2008-06-05,168
2008-06-06,163
2008-06-09,163
2008-06-10,163
2008-06-11,159
2008-06-12,160
2008-06-13,163
2008-06-16,163
2008-06-17,161
2008-06-18,159
2008-06-19,160
2008-06-20,156
2008-06-23,156
2008-06-24,155
2008-06-25,157
2008-06-26,149
2008-06-27,148
2008-06-30,148
2008-07-01,149
2008-07-02,144
2008-07-03,144
2008-07-07,142
2008-07-08,147
2008-07-09,140
2008-07-10,142
2008-07-11,138
2008-07-14,135
2008-07-15,132
2008-07-16,140
2008-07-17,144
2008-07-18,144
2008-07-21,144
2008-07-22,148
2008-07-23,149
2008-07-24,142
2008-07-25,143
2008-07-28,137
2008-07-29,144
2008-07-30,149
2008-07-31,145
2008-08-01,144
2008-08-04,141
2008-08-05,149
2008-08-06,150
2008-08-07,145
2008-08-08,152
2008-08-11,154
2008-08-12,150
2008-08-13,149
2008-08-14,151
2008-08-15,152
2008-08-18,148
2008-08-19,145
2008-08-20,147
2008-08-21,148
2008-08-22,151
2008-08-25,145
2008-08-26,146
2008-08-27,149
2008-08-28,153
2008-08-29,149
2008-09-02,148
2008-09-03,147
2008-09-04,138
2008-09-05,139
2008-09-08,145
2008-09-09,134
2008-09-10,136
2008-09-11,141
2008-09-12,142
2008-09-15,125
2008-09-16,131
2008-09-17,114
2008-09-18,129
2008-09-19,142
2008-09-22,129
2008-09-23,124
2008-09-24,123
2008-09-25,130
2008-09-26,131
2008-09-29,97
2008-09-30,117
2008-10-01,115
2008-10-02,100
2008-10-03,95
2008-10-06,80
2008-10-07,60
2008-10-08,57
2008-10-09,36
2008-10-10,33
2008-10-13,62
2008-10-14,61
2008-10-15,35
2008-10-16,45
2008-10-17,44
2008-10-20,57
2008-10-21,48
2008-10-22,33
2008-10-23,35
2008-10-24,28
2008-10-27,23
2008-10-28,44
2008-10-29,41
2008-10-30,47
2008-10-31,52
2008-11-03,51
2008-11-04,63
2008-11-05,47
2008-11-06,35
2008-11-07,41
2008-11-10,38
2008-11-11,33
2008-11-12,23
2008-11-13,36
2008-11-14,28
2008-11-17,23
2008-11-18,25
2008-11-19,16
2008-11-20,10
2008-11-21,15
2008-11-24,23
2008-11-25,24
2008-11-26,31
2008-11-28,33
2008-12-01,17
2008-12-02,23
2008-12-03,27
2008-12-04,22
2008-12-05,28
2008-12-08,36
2008-12-09,31
2008-12-10,33
2008-12-11,28
2008-12-12,29
2008-12-15,27
2008-12-16,37
2008-12-17,34
2008-12-18,30
2008-12-19,31
2008-12-22,27
2008-12-23,25
2008-12-24,26
2008-12-26,27
2008-12-29,27
2008-12-30,31
2008-12-31,34
2009-01-02,41
2009-01-05,40
2009-01-06,42
2009-01-07,35
2009-01-08,36
2009-01-09,31
2009-01-12,27
2009-01-13,27
2009-01-14,22
2009-01-15,22
2009-01-16,23
2009-01-20,16
2009-01-21,21
2009-01-22,19
2009-01-23,20
2009-01-26,21
2009-01-27,22
2009-01-28,28
2009-01-29,22
2009-01-30,19
2009-02-02,19
2009-02-03,21
2009-02-04,20
2009-02-05,22
2009-02-06,27
2009-02-09,27
2009-02-10,19
2009-02-11,20
2009-02-12,20
2009-02-13,19
2009-02-17,14
2009-02-18,14
2009-02-19,12
2009-02-20,11
2009-02-23,9
2009-02-24,12
2009-02-25,11
2009-02-26,10
2009-02-27,8
2009-03-02,5
2009-03-03,5
2009-03-04,6
2009-03-05,4
2009-03-06,4
2009-03-09,4
2009-03-10,7
2009-03-11,7
2009-03-12,9
2009-03-13,10
2009-03-16,10
2009-03-17,12
2009-03-18,14
2009-03-19,13
2009-03-20,11
2009-03-23,18
2009-03-24,16
2009-03-25,17
2009-03-26,20
2009-03-27,17
2009-03-30,13
2009-03-31,15
2009-04-01,17
2009-04-02,20
2009-04-03,22
2009-04-06,20
2009-04-07,17
2009-04-08,19
2009-04-09,24
2009-04-13,25
2009-04-14,21
2009-04-15,23
2009-04-16,26
2009-04-17,27
2009-04-20,20
2009-04-21,23
2009-04-22,22
2009-04-23,23
2009-04-24,26
2009-04-27,24
2009-04-28,24
2009-04-29,28
2009-04-30,27
2009-05-01,28
2009-05-04,35
2009-05-05,34
2009-05-06,38
2009-05-07,35
2009-05-08,41
2009-05-11,36
2009-05-12,35
2009-05-13,30
2009-05-14,32
2009-05-15,30
2009-05-18,36
2009-05-19,35
2009-05-20,34
2009-05-21,31
2009-05-22,30
2009-05-26,36
2009-05-27,32
2009-05-28,35
2009-05-29,38
2009-06-01,44
2009-06-02,45
2009-06-03,41
2009-06-04,44
2009-06-05,43
2009-06-08,43
2009-06-09,44
2009-06-10,43
2009-06-11,45
2009-06-12,45
2009-06-15,39
2009-06-16,36
2009-06-17,36
2009-06-18,38
2009-06-19,39
2009-06-22,32
2009-06-23,32
2009-06-24,34
2009-06-25,38
2009-06-26,38
2009-06-29,40
2009-06-30,38
2009-07-01,39
2009-07-02,33
2009-07-06,33
2009-07-07,29
2009-07-08,29
2009-07-09,29
2009-07-10,29
2009-07-13,34
2009-07-14,35
2009-07-15,42
2009-07-16,44
2009-07-17,44
2009-07-20,47
2009-07-21,48
2009-07-22,47
2009-07-23,54
2009-07-24,55
2009-07-27,56
2009-07-28,55
2009-07-29,54
2009-07-30,57
2009-07-31,57
2009-08-03,62
2009-08-04,63
2009-08-05,62
2009-08-06,60
2009-08-07,65
2009-08-10,63
2009-08-11,59
2009-08-12,63
2009-08-13,65
2009-08-14,63
2009-08-17,55
2009-08-18,58
2009-08-19,60
2009-08-20,64
2009-08-21,70
2009-08-24,70
2009-08-25,70
2009-08-26,70
2009-08-27,71
2009-08-28,71
2009-08-31,68
2009-09-01,61
2009-09-02,60
2009-09-03,62
2009-09-04,67
2009-09-08,69
2009-09-09,72
2009-09-10,76
2009-09-11,75
2009-09-14,78
2009-09-15,79
2009-09-16,84
2009-09-17,83
2009-09-18,84
2009-09-21,83
2009-09-22,85
2009-09-23,81
2009-09-24,78
2009-09-25,76
2009-09-28,82
2009-09-29,81
2009-09-30,80
2009-10-01,71
2009-10-02,69
2009-10-05,74
2009-10-06,79
2009-10-07,80
2009-10-08,83
2009-10-09,85
2009-10-12,87
2009-10-13,86
2009-10-14,92
2009-10-15,94
2009-10-16,91
2009-10-19,94
2009-10-20,92
2009-10-21,88
2009-10-22,92
2009-10-23,88
2009-10-26,84
2009-10-27,82
2009-10-28,75
2009-10-29,83
2009-10-30,73
2009-11-02,75
2009-11-03,76
2009-11-04,77
2009-11-05,83
2009-11-06,84
2009-11-09,93
2009-11-10,92
2009-11-11,94
2009-11-12,91
2009-11-13,93
2009-11-16,98
2009-11-17,98
2009-11-18,98
2009-11-19,93
2009-11-20,92
2009-11-23,97
2009-11-24,97
2009-11-25,99
2009-11-27,92
2009-11-30,93
2009-12-01,98
2009-12-02,98
2009-12-03,95
2009-12-04,97
2009-12-07,96
2009-12-08,92
2009-12-09,94
2009-12-10,96
2009-12-11,97
2009-12-14,100
2009-12-15,98
2009-12-16,98
2009-12-17,94
2009-12-18,96
2009-12-21,100
2009-12-22,101
2009-12-23,102
2009-12-24,104
2009-12-28,104
2009-12-29,104
2009-12-30,104
2009-12-31,100
