Date,Rate
2008-01-02,297
2008-01-03,297
2008-01-04,291
2008-01-07,292
2008-01-08,287
2008-01-09,291
2008-01-10,293
2008-01-11,290
2008-01-14,292
2008-01-15,286
2008-01-16,284
2008-01-17,274
2008-01-18,271
2008-01-22,266
2008-01-23,275
2008-01-24,279
2008-01-25,273
2008-01-28,279
2008-01-29,281
2008-01-30,280
2008-01-31,285
2008-02-01,289
2008-02-04,286
2008-02-05,274
2008-02-06,271
2008-02-07,275
2008-02-08,273
2008-02-11,275
2008-02-12,278
2008-02-13,282
2008-02-14,278
2008-02-15,278
2008-02-19,278
2008-02-20,281
2008-02-21,276
2008-02-22,279
2008-02-25,284
2008-02-26,286
2008-02-27,285
2008-02-28,283
2008-02-29,273
2008-03-03,273
2008-03-04,272
2008-03-05,274
2008-03-06,264
2008-03-07,261
2008-03-10,253
2008-03-11,270
2008-03-12,266
2008-03-13,268
2008-03-14,259
2008-03-17,254
2008-03-18,273
2008-03-19,262
2008-03-20,272
2008-03-24,278
2008-03-25,279
2008-03-26,276
2008-03-27,271
2008-03-28,268
2008-03-31,270
2008-04-01,283
2008-04-02,283
2008-04-03,283
2008-04-04,283
2008-04-07,284
2008-04-08,282
2008-04-09,279
2008-04-10,281
2008-04-11,273
2008-04-14,272
2008-04-15,274
2008-04-16,282
2008-04-17,282
2008-04-18,287
2008-04-21,287
2008-04-22,284
2008-04-23,285
2008-04-24,287
2008-04-25,289
2008-04-28,289
2008-04-29,288
2008-04-30,287
2008-05-01,291
2008-05-02,292
2008-05-05,291
2008-05-06,293
2008-05-07,288
2008-05-08,289
2008-05-09,287
2008-05-12,290
2008-05-13,290
2008-05-14,291
2008-05-15,293
2008-05-16,294
2008-05-19,294
2008-05-20,292
2008-05-21,288
2008-05-22,288
2008-05-23,284
2008-05-27,286
2008-05-28,288
2008-05-29,289
2008-05-30,289
2008-06-02,287
2008-06-03,285
2008-06-04,285
2008-06-05,290
2008-06-06,281
2008-06-09,281
2008-06-10,280
2008-06-11,274
2008-06-12,275
2008-06-13,281
2008-06-16,281
2008-06-17,278
2008-06-18,275
2008-06-19,276
