Date,Rate
2008-01-02,23
2008-01-03,23
2008-01-04,23
2008-01-07,23
2008-01-08,23
2008-01-09,23
2008-01-10,23
2008-01-11,23
2008-01-14,23
2008-01-15,23
2008-01-16,22
2008-01-17,22
2008-01-18,21
2008-01-22,21
2008-01-23,22
2008-01-24,22
2008-01-25,22
2008-01-28,22
2008-01-29,22
2008-01-30,22
2008-01-31,23
2008-02-01,23
2008-02-04,23
2008-02-05,22
2008-02-06,21
2008-02-07,22
2008-02-08,22
2008-02-11,22
2008-02-12,22
2008-02-13,22
2008-02-14,22
2008-02-15,22
2008-02-19,22
2008-02-20,22
2008-02-21,22
2008-02-22,22
2008-02-25,22
2008-02-26,23
2008-02-27,23
2008-02-28,22
2008-02-29,22
2008-03-03,22
2008-03-04,21
2008-03-05,22
2008-03-06,21
2008-03-07,21
2008-03-10,20
2008-03-11,21
2008-03-12,21
2008-03-13,21
2008-03-14,20
2008-03-17,20
2008-03-18,22
2008-03-19,21
2008-03-20,22
2008-03-24,22
2008-03-25,22
2008-03-26,22
2008-03-27,21
2008-03-28,21
2008-03-31,21
2008-04-01,22
2008-04-02,22
2008-04-03,22
2008-04-04,22
2008-04-07,22
2008-04-08,22
2008-04-09,22
2008-04-10,22
2008-04-11,22
2008-04-14,21
2008-04-15,22
2008-04-16,22
2008-04-17,22
2008-04-18,23
2008-04-21,23
2008-04-22,22
2008-04-23,23
2008-04-24,23
2008-04-25,23
2008-04-28,23
2008-04-29,23
2008-04-30,23
2008-05-01,23
2008-05-02,23
2008-05-05,23
2008-05-06,23
2008-05-07,23
2008-05-08,23
2008-05-09,23
2008-05-12,23
2008-05-13,23
2008-05-14,23
2008-05-15,23
2008-05-16,23
2008-05-19,23
2008-05-20,23
2008-05-21,23
2008-05-22,23
2008-05-23,22
2008-05-27,23
2008-05-28,23
2008-05-29,23
2008-05-30,23
2008-06-02,23
2008-06-03,23
2008-06-04,23
2008-06-05,23
2008-06-06,22
2008-06-09,22
2008-06-10,22
2008-06-11,22
2008-06-12,22
2008-06-13,22
2008-06-16,22
2008-06-17,22
2008-06-18,22
2008-06-19,22
2008-06-20,21
2008-06-23,21
2008-06-24,21
2008-06-25,21
2008-06-26,20
2008-06-27,20
2008-06-30,20
2008-07-01,20
2008-07-02,20
2008-07-03,20
2008-07-07,19
2008-07-08,20
2008-07-09,19
