Date,Rate
2008-01-02,436
2008-01-03,436
2008-01-04,428
2008-01-07,429
2008-01-08,422
2008-01-09,427
2008-01-10,430
2008-01-11,425
2008-01-14,429
2008-01-15,419
2008-01-16,417
2008-01-17,402
2008-01-18,398
2008-01-22,391
2008-01-23,404
2008-01-24,409
2008-01-25,401
2008-01-28,410
2008-01-29,413
2008-01-30,411
2008-01-31,419
2008-02-01,424
2008-02-04,419
2008-02-05,403
2008-02-06,399
2008-02-07,403
2008-02-08,401
2008-02-11,404
2008-02-12,408
2008-02-13,415
2008-02-14,408
2008-02-15,408
2008-02-19,408
2008-02-20,412
2008-02-21,406
2008-02-22,410
2008-02-25,416
2008-02-26,419
2008-02-27,419
2008-02-28,415
2008-02-29,401
2008-03-03,401
2008-03-04,399
2008-03-05,402
2008-03-06,388
2008-03-07,383
2008-03-10,372
2008-03-11,396
2008-03-12,390
2008-03-13,394
2008-03-14,380
2008-03-17,373
2008-03-18,401
2008-03-19,385
2008-03-20,400
2008-03-24,408
2008-03-25,410
2008-03-26,405
2008-03-27,398
2008-03-28,394
2008-03-31,397
2008-04-01,416
2008-04-02,415
2008-04-03,416
2008-04-04,416
2008-04-07,417
2008-04-08,414
2008-04-09,410
2008-04-10,412
2008-04-11,401
2008-04-14,400
2008-04-15,402
2008-04-16,414
2008-04-17,414
2008-04-18,422
2008-04-21,422
2008-04-22,418
2008-04-23,419
2008-04-24,422
2008-04-25,424
2008-04-28,424
2008-04-29,422
2008-04-30,421
2008-05-01,427
2008-05-02,429
2008-05-05,427
2008-05-06,430
2008-05-07,423
2008-05-08,424
2008-05-09,422
2008-05-12,426
2008-05-13,426
2008-05-14,427
2008-05-15,431
2008-05-16,431
2008-05-19,432
2008-05-20,429
2008-05-21,422
2008-05-22,423
2008-05-23,418
2008-05-27,421
2008-05-28,422
2008-05-29,424
2008-05-30,425
2008-06-02,421
2008-06-03,418
2008-06-04,418
2008-06-05,426
2008-06-06,412
2008-06-09,413
2008-06-10,412
2008-06-11,403
2008-06-12,404
2008-06-13,412
2008-06-16,412
2008-06-17,409
2008-06-18,404
2008-06-19,406
2008-06-20,395
2008-06-23,395
2008-06-24,393
2008-06-25,397
2008-06-26,377
2008-06-27,374
2008-06-30,375
2008-07-01,378
2008-07-02,365
2008-07-03,365
2008-07-07,359
2008-07-08,372
2008-07-09,354
2008-07-10,360
2008-07-11,351
2008-07-14,343
2008-07-15,334
2008-07-16,354
2008-07-17,364
2008-07-18,364
2008-07-21,364
2008-07-22,374
2008-07-23,377
2008-07-24,359
2008-07-25,362
2008-07-28,347
2008-07-29,366
2008-07-30,378
2008-07-31,368
2008-08-01,364
2008-08-04,357
2008-08-05,378
2008-08-06,380
2008-08-07,367
2008-08-08,384
2008-08-11,389
2008-08-12,381
2008-08-13,379
2008-08-14,382
2008-08-15,385
2008-08-18,375
2008-08-19,368
2008-08-20,372
2008-08-21,374
2008-08-22,382
2008-08-25,368
2008-08-26,371
2008-08-27,376
2008-08-28,386
2008-08-29,377
2008-09-02,374
2008-09-03,373
2008-09-04,349
2008-09-05,353
2008-09-08,368
2008-09-09,341
2008-09-10,346
2008-09-11,357
2008-09-12,359
2008-09-15,317
2008-09-16,333
2008-09-17,289
2008-09-18,328
2008-09-19,361
2008-09-22,328
2008-09-23,314
2008-09-24,312
2008-09-25,330
2008-09-26,332
2008-09-29,246
2008-09-30,297
2008-10-01,292
2008-10-02,253
2008-10-03,240
2008-10-06,203
2008-10-07,152
2008-10-08,144
2008-10-09,91
2008-10-10,85
2008-10-13,158
2008-10-14,154
2008-10-15,90
2008-10-16,115
2008-10-17,111
2008-10-20,144
2008-10-21,121
2008-10-22,83
2008-10-23,90
2008-10-24,72
2008-10-27,58
2008-10-28,111
2008-10-29,104
2008-10-30,121
2008-10-31,131
2008-11-03,129
2008-11-04,160
2008-11-05,120
2008-11-06,88
2008-11-07,105
2008-11-10,97
2008-11-11,85
2008-11-12,60
2008-11-13,92
2008-11-14,70
2008-11-17,59
2008-11-18,63
2008-11-19,41
2008-11-20,25
2008-11-21,39
2008-11-24,60
2008-11-25,62
2008-11-26,78
2008-11-28,83
2008-12-01,45
2008-12-02,58
2008-12-03,69
2008-12-04,57
2008-12-05,72
2008-12-08,91
2008-12-09,79
2008-12-10,85
2008-12-11,70
