Date,Rate
2008-01-02,182
2008-01-03,182
2008-01-04,178
2008-01-07,179
2008-01-08,176
2008-01-09,178
2008-01-10,179
2008-01-11,177
2008-01-14,179
2008-01-15,175
2008-01-16,174
2008-01-17,167
2008-01-18,166
2008-01-22,163
2008-01-23,168
2008-01-24,171
2008-01-25,167
2008-01-28,171
2008-01-29,172
2008-01-30,171
2008-01-31,174
2008-02-01,177
2008-02-04,175
2008-02-05,168
2008-02-06,166
2008-02-07,168
2008-02-08,167
2008-02-11,168
2008-02-12,170
2008-02-13,173
2008-02-14,170
2008-02-15,170
2008-02-19,170
2008-02-20,172
2008-02-21,169
2008-02-22,171
2008-02-25,174
2008-02-26,175
2008-02-27,175
2008-02-28,173
2008-02-29,167
2008-03-03,167
2008-03-04,166
2008-03-05,168
2008-03-06,162
2008-03-07,160
2008-03-10,155
2008-03-11,165
2008-03-12,163
2008-03-13,164
2008-03-14,158
2008-03-17,156
2008-03-18,167
2008-03-19,161
2008-03-20,167
2008-03-24,170
2008-03-25,171
2008-03-26,169
2008-03-27,166
2008-03-28,164
2008-03-31,166
2008-04-01,173
2008-04-02,173
2008-04-03,173
2008-04-04,173
2008-04-07,174
2008-04-08,173
2008-04-09,171
2008-04-10,172
2008-04-11,167
2008-04-14,167
2008-04-15,168
2008-04-16,173
2008-04-17,173
2008-04-18,176
2008-04-21,176
2008-04-22,174
2008-04-23,175
2008-04-24,176
2008-04-25,177
2008-04-28,177
2008-04-29,176
2008-04-30,175
2008-05-01,178
2008-05-02,179
2008-05-05,178
2008-05-06,179
2008-05-07,176
2008-05-08,177
2008-05-09,176
2008-05-12,178
2008-05-13,178
2008-05-14,178
2008-05-15,180
2008-05-16,180
2008-05-19,180
2008-05-20,179
2008-05-21,176
2008-05-22,177
2008-05-23,174
2008-05-27,175
2008-05-28,176
2008-05-29,177
2008-05-30,177
2008-06-02,175
2008-06-03,174
2008-06-04,174
2008-06-05,178
2008-06-06,172
2008-06-09,172
2008-06-10,172
2008-06-11,168
2008-06-12,169
2008-06-13,172
2008-06-16,172
2008-06-17,170
2008-06-18,168
2008-06-19,169
2008-06-20,165
2008-06-23,165
2008-06-24,164
2008-06-25,165
2008-06-26,157
2008-06-27,156
2008-06-30,156
2008-07-01,158
2008-07-02,152
2008-07-03,152
2008-07-07,150
2008-07-08,155
2008-07-09,148
2008-07-10,150
2008-07-11,146
2008-07-14,143
2008-07-15,139
2008-07-16,148
2008-07-17,152
2008-07-18,152
2008-07-21,152
2008-07-22,156
2008-07-23,157
2008-07-24,150
2008-07-25,151
2008-07-28,145
2008-07-29,152
2008-07-30,157
2008-07-31,153
2008-08-01,152
2008-08-04,149
2008-08-05,158
2008-08-06,159
2008-08-07,153
2008-08-08,160
2008-08-11,162
2008-08-12,159
2008-08-13,158
2008-08-14,159
2008-08-15,161
2008-08-18,156
2008-08-19,153
2008-08-20,155
2008-08-21,156
2008-08-22,159
2008-08-25,153
2008-08-26,154
2008-08-27,157
2008-08-28,161
2008-08-29,157
2008-09-02,156
2008-09-03,155
2008-09-04,145
2008-09-05,147
2008-09-08,154
2008-09-09,142
2008-09-10,144
2008-09-11,149
2008-09-12,149
2008-09-15,132
2008-09-16,139
2008-09-17,120
2008-09-18,137
2008-09-19,150
2008-09-22,137
2008-09-23,131
2008-09-24,130
2008-09-25,137
2008-09-26,139
2008-09-29,103
2008-09-30,124
2008-10-01,122
2008-10-02,105
2008-10-03,100
2008-10-06,85
2008-10-07,63
2008-10-08,60
2008-10-09,38
2008-10-10,35
2008-10-13,66
2008-10-14,64
2008-10-15,37
2008-10-16,48
2008-10-17,46
2008-10-20,60
2008-10-21,50
2008-10-22,34
2008-10-23,37
2008-10-24,30
2008-10-27,24
2008-10-28,46
2008-10-29,43
2008-10-30,50
2008-10-31,55
2008-11-03,54
2008-11-04,67
2008-11-05,50
2008-11-06,36
2008-11-07,43
2008-11-10,40
2008-11-11,35
2008-11-12,25
2008-11-13,38
2008-11-14,29
2008-11-17,24
2008-11-18,26
2008-11-19,17
2008-11-20,10
2008-11-21,16
2008-11-24,25
2008-11-25,26
2008-11-26,32
2008-11-28,34
2008-12-01,18
2008-12-02,24
2008-12-03,29
2008-12-04,23
2008-12-05,30
2008-12-08,38
2008-12-09,33
2008-12-10,35
2008-12-11,29
2008-12-12,30
2008-12-15,28
2008-12-16,39
2008-12-17,36
2008-12-18,32
2008-12-19,32
2008-12-22,29
2008-12-23,27
2008-12-24,28
2008-12-26,29
2008-12-29,28
2008-12-30,33
2008-12-31,36
2009-01-02,44
2009-01-05,42
2009-01-06,44
2009-01-07,37
2009-01-08,38
2009-01-09,33
2009-01-12,28
2009-01-13,29
2009-01-14,23
2009-01-15,23
2009-01-16,24
2009-01-20,17
2009-01-21,22
2009-01-22,20
2009-01-23,21
2009-01-26,22
2009-01-27,23
2009-01-28,29
2009-01-29,23
2009-01-30,20
2009-02-02,20
2009-02-03,22
2009-02-04,21
2009-02-05,23
2009-02-06,28
2009-02-09,28
2009-02-10,20
2009-02-11,21
2009-02-12,22
2009-02-13,20
2009-02-17,14
2009-02-18,14
2009-02-19,13
2009-02-20,12
2009-02-23,9
2009-02-24,12
2009-02-25,11
2009-02-26,10
2009-02-27,8
2009-03-02,6
2009-03-03,5
2009-03-04,7
2009-03-05,5
2009-03-06,5
2009-03-09,4
2009-03-10,7
2009-03-11,7
2009-03-12,10
2009-03-13,10
2009-03-16,10
2009-03-17,13
2009-03-18,15
2009-03-19,14
2009-03-20,12
2009-03-23,19
2009-03-24,17
2009-03-25,18
2009-03-26,21
2009-03-27,18
2009-03-30,14
2009-03-31,16
2009-04-01,18
2009-04-02,21
2009-04-03,23
2009-04-06,22
2009-04-07,18
2009-04-08,20
2009-04-09,26
2009-04-13,26
2009-04-14,23
2009-04-15,25
2009-04-16,27
2009-04-17,28
2009-04-20,21
2009-04-21,24
2009-04-22,23
2009-04-23,25
2009-04-24,28
2009-04-27,26
2009-04-28,25
2009-04-29,29
2009-04-30,29
2009-05-01,30
2009-05-04,37
2009-05-05,36
2009-05-06,40
2009-05-07,37
2009-05-08,43
2009-05-11,38
2009-05-12,37
2009-05-13,31
2009-05-14,34
2009-05-15,31
2009-05-18,38
2009-05-19,37
2009-05-20,36
2009-05-21,32
2009-05-22,32
2009-05-26,38
2009-05-27,34
2009-05-28,37
2009-05-29,40
2009-06-01,47
2009-06-02,47
2009-06-03,44
2009-06-04,47
2009-06-05,46
2009-06-08,46
2009-06-09,47
2009-06-10,46
2009-06-11,47
2009-06-12,48
2009-06-15,41
2009-06-16,38
2009-06-17,38
2009-06-18,40
2009-06-19,41
2009-06-22,34
2009-06-23,34
2009-06-24,35
2009-06-25,40
2009-06-26,40
2009-06-29,42
2009-06-30,40
2009-07-01,41
2009-07-02,34
2009-07-06,35
2009-07-07,31
2009-07-08,30
2009-07-09,31
2009-07-10,30
2009-07-13,36
2009-07-14,37
2009-07-15,44
2009-07-16,46
2009-07-17,46
2009-07-20,49
2009-07-21,50
2009-07-22,50
2009-07-23,57
2009-07-24,58
2009-07-27,59
2009-07-28,58
2009-07-29,57
2009-07-30,60
2009-07-31,61
2009-08-03,66
2009-08-04,67
2009-08-05,66
2009-08-06,64
2009-08-07,68
2009-08-10,67
2009-08-11,63
2009-08-12,67
2009-08-13,69
2009-08-14,66
2009-08-17,58
2009-08-18,61
2009-08-19,63
2009-08-20,67
2009-08-21,74
2009-08-24,73
2009-08-25,74
2009-08-26,74
2009-08-27,75
2009-08-28,75
2009-08-31,72
2009-09-01,64
2009-09-02,63
2009-09-03,66
2009-09-04,70
2009-09-08,73
2009-09-09,76
2009-09-10,80
2009-09-11,79
2009-09-14,82
2009-09-15,83
2009-09-16,89
2009-09-17,88
2009-09-18,89
2009-09-21,87
2009-09-22,90
2009-09-23,86
2009-09-24,82
2009-09-25,80
2009-09-28,87
2009-09-29,86
2009-09-30,85
2009-10-01,75
2009-10-02,73
2009-10-05,79
2009-10-06,84
2009-10-07,85
2009-10-08,88
2009-10-09,90
2009-10-12,92
2009-10-13,90
2009-10-14,97
2009-10-15,99
2009-10-16,96
2009-10-19,99
2009-10-20,97
2009-10-21,93
2009-10-22,98
2009-10-23,93
2009-10-26,88
2009-10-27,87
2009-10-28,79
2009-10-29,88
2009-10-30,77
2009-11-02,80
2009-11-03,80
2009-11-04,81
2009-11-05,88
2009-11-06,89
2009-11-09,98
2009-11-10,98
2009-11-11,100
2009-11-12,96
2009-11-13,98
2009-11-16,104
2009-11-17,104
2009-11-18,104
2009-11-19,98
2009-11-20,97
2009-11-23,102
2009-11-24,102
2009-11-25,104
2009-11-27,97
2009-11-30,99
2009-12-01,103
2009-12-02,104
2009-12-03,100
2009-12-04,102
2009-12-07,101
2009-12-08,97
2009-12-09,99
2009-12-10,101
2009-12-11,103
2009-12-14,105
2009-12-15,103
2009-12-16,104
2009-12-17,99
2009-12-18,101
2009-12-21,105
2009-12-22,107
2009-12-23,108
2009-12-24,110
2009-12-28,110
2009-12-29,110
2009-12-30,110
2009-12-31,106
