Date,Rate
2008-01-02,258
2008-01-03,258
2008-01-04,254
2008-01-07,254
2008-01-08,250
2008-01-09,253
2008-01-10,255
2008-01-11,252
2008-01-14,254
2008-01-15,249
2008-01-16,247
2008-01-17,238
2008-01-18,236
2008-01-22,232
2008-01-23,239
2008-01-24,243
2008-01-25,237
2008-01-28,243
2008-01-29,245
2008-01-30,243
2008-01-31,248
2008-02-01,251
2008-02-04,249
2008-02-05,239
2008-02-06,236
2008-02-07,239
2008-02-08,238
2008-02-11,240
2008-02-12,242
2008-02-13,246
2008-02-14,242
2008-02-15,242
2008-02-19,242
2008-02-20,244
2008-02-21,240
2008-02-22,243
2008-02-25,247
2008-02-26,249
2008-02-27,248
2008-02-28,246
2008-02-29,237
2008-03-03,238
2008-03-04,236
2008-03-05,238
2008-03-06,230
2008-03-07,227
2008-03-10,220
2008-03-11,235
2008-03-12,232
2008-03-13,233
2008-03-14,225
2008-03-17,221
2008-03-18,238
2008-03-19,228
2008-03-20,237
2008-03-24,242
2008-03-25,243
2008-03-26,240
2008-03-27,236
2008-03-28,233
2008-03-31,235
2008-04-01,247
2008-04-02,246
2008-04-03,246
2008-04-04,247
2008-04-07,247
2008-04-08,246
2008-04-09,243
2008-04-10,245
2008-04-11,238
2008-04-14,237
2008-04-15,238
2008-04-16,245
2008-04-17,246
2008-04-18,250
2008-04-21,250
2008-04-22,248
2008-04-23,248
2008-04-24,250
2008-04-25,252
2008-04-28,251
2008-04-29,250
2008-04-30,249
2008-05-01,253
2008-05-02,254
2008-05-05,253
2008-05-06,255
2008-05-07,251
2008-05-08,252
2008-05-09,250
2008-05-12,253
2008-05-13,252
2008-05-14,253
2008-05-15,256
2008-05-16,256
2008-05-19,256
2008-05-20,254
2008-05-21,250
2008-05-22,251
2008-05-23,248
2008-05-27,249
2008-05-28,250
2008-05-29,252
2008-05-30,252
2008-06-02,250
2008-06-03,248
2008-06-04,248
2008-06-05,253
2008-06-06,245
2008-06-09,245
2008-06-10,244
2008-06-11,239
2008-06-12,240
2008-06-13,244
2008-06-16,244
2008-06-17,242
2008-06-18,239
2008-06-19,241
2008-06-20,234
2008-06-23,234
2008-06-24,233
2008-06-25,235
2008-06-26,224
2008-06-27,222
2008-06-30,223
2008-07-01,224
2008-07-02,216
2008-07-03,217
2008-07-07,213
2008-07-08,220
2008-07-09,210
2008-07-10,213
2008-07-11,208
2008-07-14,203
2008-07-15,198
2008-07-16,210
2008-07-17,216
2008-07-18,216
2008-07-21,216
2008-07-22,222
2008-07-23,223
2008-07-24,213
2008-07-25,215
2008-07-28,206
2008-07-29,217
2008-07-30,224
2008-07-31,218
2008-08-01,216
2008-08-04,212
2008-08-05,224
2008-08-06,226
2008-08-07,218
2008-08-08,228
2008-08-11,231
2008-08-12,226
2008-08-13,224
2008-08-14,227
2008-08-15,228
2008-08-18,222
2008-08-19,218
2008-08-20,221
2008-08-21,222
2008-08-22,227
2008-08-25,218
2008-08-26,220
2008-08-27,223
2008-08-28,229
2008-08-29,223
2008-09-02,222
2008-09-03,221
2008-09-04,207
2008-09-05,209
2008-09-08,218
2008-09-09,202
2008-09-10,205
2008-09-11,212
2008-09-12,213
2008-09-15,188
2008-09-16,197
2008-09-17,171
2008-09-18,194
2008-09-19,214
2008-09-22,194
2008-09-23,186
2008-09-24,185
2008-09-25,195
2008-09-26,197
2008-09-29,146
2008-09-30,176
2008-10-01,173
2008-10-02,150
2008-10-03,142
2008-10-06,120
2008-10-07,90
2008-10-08,85
2008-10-09,54
2008-10-10,50
2008-10-13,94
2008-10-14,91
2008-10-15,53
2008-10-16,68
2008-10-17,66
2008-10-20,85
2008-10-21,72
2008-10-22,49
2008-10-23,53
2008-10-24,43
2008-10-27,34
2008-10-28,66
2008-10-29,61
2008-10-30,71
2008-10-31,78
2008-11-03,77
2008-11-04,95
2008-11-05,71
2008-11-06,52
2008-11-07,62
2008-11-10,57
2008-11-11,50
2008-11-12,35
2008-11-13,54
2008-11-14,42
2008-11-17,35
2008-11-18,37
2008-11-19,24
2008-11-20,15
2008-11-21,23
2008-11-24,35
2008-11-25,37
2008-11-26,46
2008-11-28,49
2008-12-01,26
2008-12-02,34
2008-12-03,41
2008-12-04,33
2008-12-05,42
2008-12-08,54
2008-12-09,46
2008-12-10,50
2008-12-11,42
2008-12-12,44
2008-12-15,40
2008-12-16,55
2008-12-17,52
2008-12-18,45
2008-12-19,46
2008-12-22,41
2008-12-23,38
2008-12-24,40
2008-12-26,41
2008-12-29,40
2008-12-30,47
2008-12-31,51
2009-01-02,62
2009-01-05,60
2009-01-06,63
2009-01-07,53
2009-01-08,54
2009-01-09,47
2009-01-12,41
2009-01-13,41
2009-01-14,33
2009-01-15,33
2009-01-16,35
2009-01-20,24
2009-01-21,32
2009-01-22,29
2009-01-23,30
2009-01-26,31
2009-01-27,34
2009-01-28,42
2009-01-29,33
2009-01-30,29
2009-02-02,28
2009-02-03,32
2009-02-04,30
2009-02-05,34
2009-02-06,40
2009-02-09,40
2009-02-10,29
2009-02-11,30
2009-02-12,31
2009-02-13,29
2009-02-17,21
2009-02-18,21
2009-02-19,19
2009-02-20,17
2009-02-23,13
2009-02-24,18
2009-02-25,16
2009-02-26,15
2009-02-27,12
2009-03-02,8
2009-03-03,8
2009-03-04,10
2009-03-05,7
2009-03-06,7
2009-03-09,6
2009-03-10,10
2009-03-11,11
2009-03-12,14
2009-03-13,15
2009-03-16,15
2009-03-17,19
2009-03-18,22
2009-03-19,20
2009-03-20,17
2009-03-23,28
2009-03-24,24
2009-03-25,26
2009-03-26,30
2009-03-27,26
2009-03-30,20
2009-03-31,22
2009-04-01,25
2009-04-02,31
2009-04-03,33
2009-04-06,31
2009-04-07,26
2009-04-08,28
2009-04-09,37
2009-04-13,37
2009-04-14,32
2009-04-15,35
2009-04-16,39
2009-04-17,40
2009-04-20,30
2009-04-21,35
2009-04-22,33
2009-04-23,35
2009-04-24,39
2009-04-27,37
2009-04-28,36
2009-04-29,42
2009-04-30,41
2009-05-01,43
2009-05-04,53
2009-05-05,52
2009-05-06,57
2009-05-07,53
2009-05-08,61
2009-05-11,54
2009-05-12,53
2009-05-13,45
2009-05-14,48
2009-05-15,45
2009-05-18,54
2009-05-19,53
2009-05-20,52
2009-05-21,46
2009-05-22,46
2009-05-26,54
2009-05-27,48
2009-05-28,53
2009-05-29,57
2009-06-01,67
2009-06-02,67
2009-06-03,62
2009-06-04,66
2009-06-05,65
2009-06-08,65
2009-06-09,66
2009-06-10,65
2009-06-11,67
2009-06-12,68
2009-06-15,59
2009-06-16,55
2009-06-17,54
2009-06-18,57
2009-06-19,58
2009-06-22,48
2009-06-23,49
2009-06-24,51
2009-06-25,58
2009-06-26,57
2009-06-29,60
2009-06-30,57
2009-07-01,59
2009-07-02,49
2009-07-06,50
2009-07-07,44
2009-07-08,43
2009-07-09,44
2009-07-10,43
2009-07-13,51
2009-07-14,52
2009-07-15,63
2009-07-16,66
2009-07-17,66
2009-07-20,70
2009-07-21,72
2009-07-22,71
2009-07-23,81
2009-07-24,82
2009-07-27,84
2009-07-28,83
2009-07-29,81
2009-07-30,86
2009-07-31,86
2009-08-03,93
2009-08-04,95
2009-08-05,93
2009-08-06,91
2009-08-07,97
2009-08-10,95
2009-08-11,89
2009-08-12,95
2009-08-13,98
2009-08-14,94
2009-08-17,83
2009-08-18,87
2009-08-19,90
2009-08-20,96
2009-08-21,105
2009-08-24,105
2009-08-25,106
2009-08-26,106
2009-08-27,107
2009-08-28,106
2009-08-31,102
2009-09-01,91
2009-09-02,90
2009-09-03,94
2009-09-04,100
2009-09-08,104
2009-09-09,108
2009-09-10,114
2009-09-11,113
2009-09-14,117
2009-09-15,118
2009-09-16,126
2009-09-17,125
2009-09-18,126
2009-09-21,124
2009-09-22,128
2009-09-23,122
2009-09-24,117
2009-09-25,114
2009-09-28,123
2009-09-29,122
2009-09-30,120
2009-10-01,107
2009-10-02,104
2009-10-05,112
2009-10-06,119
2009-10-07,121
2009-10-08,125
2009-10-09,128
2009-10-12,130
2009-10-13,129
2009-10-14,138
2009-10-15,141
2009-10-16,136
2009-10-19,142
2009-10-20,138
2009-10-21,133
2009-10-22,139
2009-10-23,132
2009-10-26,126
2009-10-27,124
2009-10-28,113
2009-10-29,125
2009-10-30,110
2009-11-02,113
2009-11-03,115
2009-11-04,115
2009-11-05,125
2009-11-06,127
2009-11-09,139
2009-11-10,139
2009-11-11,142
2009-11-12,136
2009-11-13,139
2009-11-16,147
2009-11-17,148
2009-11-18,148
2009-11-19,140
2009-11-20,138
2009-11-23,146
2009-11-24,146
2009-11-25,148
2009-11-27,138
2009-11-30,140
2009-12-01,147
2009-12-02,147
2009-12-03,143
2009-12-04,146
2009-12-07,144
2009-12-08,138
2009-12-09,141
2009-12-10,144
2009-12-11,146
2009-12-14,150
2009-12-15,147
2009-12-16,147
2009-12-17,141
2009-12-18,144
2009-12-21,150
2009-12-22,152
2009-12-23,153
2009-12-24,156
2009-12-28,157
2009-12-29,156
2009-12-30,156
2009-12-31,150
