Date,Rate
2008-01-02,455
2008-01-03,455
2008-01-04,447
2008-01-07,448
2008-01-08,441
2008-01-09,446
2008-01-10,449
2008-01-11,444
2008-01-14,448
2008-01-15,438
2008-01-16,435
2008-01-17,419
2008-01-18,416
2008-01-22,409
2008-01-23,422
2008-01-24,427
2008-01-25,418
2008-01-28,428
2008-01-29,431
2008-01-30,429
2008-01-31,437
2008-02-01,442
2008-02-04,438
2008-02-05,421
2008-02-06,416
2008-02-07,421
2008-02-08,418
2008-02-11,422
2008-02-12,426
2008-02-13,433
2008-02-14,426
2008-02-15,426
2008-02-19,426
2008-02-20,430
2008-02-21,423
2008-02-22,428
2008-02-25,435
2008-02-26,438
2008-02-27,437
2008-02-28,433
2008-02-29,418
2008-03-03,418
2008-03-04,416
2008-03-05,420
2008-03-06,405
2008-03-07,400
2008-03-10,388
2008-03-11,414
2008-03-12,408
2008-03-13,411
2008-03-14,397
2008-03-17,390
2008-03-18,418
2008-03-19,402
2008-03-20,418
2008-03-24,426
2008-03-25,428
2008-03-26,423
2008-03-27,416
2008-03-28,411
2008-03-31,415
2008-04-01,434
2008-04-02,433
2008-04-03,434
2008-04-04,434
2008-04-07,435
2008-04-08,432
2008-04-09,428
2008-04-10,431
2008-04-11,419
2008-04-14,417
2008-04-15,420
2008-04-16,432
2008-04-17,432
2008-04-18,441
2008-04-21,440
2008-04-22,436
2008-04-23,437
2008-04-24,440
2008-04-25,443
2008-04-28,443
2008-04-29,441
2008-04-30,439
2008-05-01,446
2008-05-02,447
2008-05-05,446
2008-05-06,449
2008-05-07,441
2008-05-08,443
2008-05-09,440
2008-05-12,445
2008-05-13,445
2008-05-14,446
2008-05-15,450
2008-05-16,450
2008-05-19,451
2008-05-20,447
2008-05-21,441
2008-05-22,442
2008-05-23,436
2008-05-27,439
2008-05-28,441
2008-05-29,443
2008-05-30,444
2008-06-02,439
2008-06-03,437
2008-06-04,437
2008-06-05,445
2008-06-06,431
2008-06-09,431
2008-06-10,430
2008-06-11,420
2008-06-12,422
2008-06-13,430
2008-06-16,430
2008-06-17,427
2008-06-18,421
2008-06-19,424
2008-06-20,412
2008-06-23,412
2008-06-24,410
2008-06-25,414
2008-06-26,394
2008-06-27,391
2008-06-30,392
2008-07-01,395
2008-07-02,381
2008-07-03,382
2008-07-07,375
2008-07-08,388
2008-07-09,370
2008-07-10,375
2008-07-11,366
2008-07-14,358
2008-07-15,348
2008-07-16,370
2008-07-17,380
2008-07-18,380
2008-07-21,380
2008-07-22,390
2008-07-23,393
2008-07-24,375
2008-07-25,378
2008-07-28,363
2008-07-29,382
2008-07-30,394
2008-07-31,384
2008-08-01,380
2008-08-04,373
2008-08-05,395
2008-08-06,397
2008-08-07,384
2008-08-08,401
2008-08-11,406
2008-08-12,397
2008-08-13,395
2008-08-14,399
2008-08-15,402
2008-08-18,391
2008-08-19,384
2008-08-20,389
2008-08-21,391
2008-08-22,399
2008-08-25,384
2008-08-26,387
2008-08-27,393
2008-08-28,403
2008-08-29,394
2008-09-02,391
2008-09-03,389
2008-09-04,364
2008-09-05,368
2008-09-08,385
2008-09-09,355
2008-09-10,361
2008-09-11,373
2008-09-12,374
2008-09-15,331
2008-09-16,347
2008-09-17,301
2008-09-18,342
2008-09-19,377
2008-09-22,343
2008-09-23,328
2008-09-24,326
2008-09-25,344
2008-09-26,347
2008-09-29,257
2008-09-30,310
2008-10-01,305
2008-10-02,264
2008-10-03,251
2008-10-06,212
2008-10-07,159
2008-10-08,150
2008-10-09,95
2008-10-10,88
2008-10-13,165
2008-10-14,161
2008-10-15,94
2008-10-16,120
2008-10-17,116
2008-10-20,150
2008-10-21,127
2008-10-22,87
2008-10-23,94
2008-10-24,75
2008-10-27,61
2008-10-28,116
2008-10-29,109
2008-10-30,126
2008-10-31,137
2008-11-03,135
2008-11-04,167
2008-11-05,125
2008-11-06,92
2008-11-07,109
2008-11-10,101
2008-11-11,88
2008-11-12,63
2008-11-13,96
2008-11-14,73
2008-11-17,62
2008-11-18,66
2008-11-19,43
2008-11-20,26
2008-11-21,40
2008-11-24,62
2008-11-25,65
2008-11-26,82
2008-11-28,87
2008-12-01,47
2008-12-02,61
2008-12-03,72
2008-12-04,59
2008-12-05,75
2008-12-08,95
2008-12-09,82
2008-12-10,88
2008-12-11,74
2008-12-12,77
2008-12-15,71
2008-12-16,97
2008-12-17,92
2008-12-18,80
2008-12-19,82
2008-12-22,73
2008-12-23,68
2008-12-24,71
2008-12-26,73
2008-12-29,71
2008-12-30,83
2008-12-31,91
2009-01-02,110
2009-01-05,107
2009-01-06,112
2009-01-07,93
2009-01-08,95
2009-01-09,83
2009-01-12,72
2009-01-13,73
2009-01-14,58
2009-01-15,58
2009-01-16,61
2009-01-20,42
2009-01-21,57
2009-01-22,51
2009-01-23,53
2009-01-26,55
2009-01-27,59
2009-01-28,74
2009-01-29,59
2009-01-30,51
2009-02-02,50
2009-02-03,56
2009-02-04,53
2009-02-05,59
2009-02-06,71
2009-02-09,72
2009-02-10,51
2009-02-11,54
2009-02-12,55
2009-02-13,51
2009-02-17,37
2009-02-18,36
2009-02-19,33
2009-02-20,31
2009-02-23,24
2009-02-24,32
2009-02-25,29
2009-02-26,26
2009-02-27,22
2009-03-02,15
2009-03-03,14
2009-03-04,17
2009-03-05,12
2009-03-06,12
2009-03-09,11
2009-03-10,19
2009-03-11,19
2009-03-12,25
2009-03-13,27
2009-03-16,26
2009-03-17,33
2009-03-18,38
2009-03-19,35
2009-03-20,30
2009-03-23,49
2009-03-24,43
2009-03-25,46
2009-03-26,54
2009-03-27,46
2009-03-30,36
2009-03-31,40
2009-04-01,45
2009-04-02,54
2009-04-03,58
2009-04-06,55
2009-04-07,46
2009-04-08,50
2009-04-09,65
2009-04-13,66
2009-04-14,57
2009-04-15,62
2009-04-16,69
2009-04-17,71
2009-04-20,53
2009-04-21,61
2009-04-22,58
2009-04-23,62
2009-04-24,70
2009-04-27,65
2009-04-28,64
2009-04-29,74
2009-04-30,73
2009-05-01,76
2009-05-04,93
2009-05-05,91
2009-05-06,101
2009-05-07,94
2009-05-08,108
2009-05-11,95
2009-05-12,94
2009-05-13,79
2009-05-14,85
2009-05-15,79
2009-05-18,95
2009-05-19,94
2009-05-20,91
2009-05-21,82
2009-05-22,81
2009-05-26,95
2009-05-27,85
2009-05-28,93
2009-05-29,101
2009-06-01,118
2009-06-02,119
2009-06-03,110
2009-06-04,117
2009-06-05,116
2009-06-08,115
2009-06-09,117
2009-06-10,115
2009-06-11,119
2009-06-12,120
2009-06-15,104
2009-06-16,96
2009-06-17,96
2009-06-18,101
2009-06-19,103
2009-06-22,85
2009-06-23,86
2009-06-24,89
2009-06-25,102
2009-06-26,101
2009-06-29,107
2009-06-30,101
2009-07-01,104
2009-07-02,87
2009-07-06,88
2009-07-07,78
2009-07-08,77
2009-07-09,79
2009-07-10,77
2009-07-13,90
2009-07-14,93
2009-07-15,110
2009-07-16,116
2009-07-17,116
2009-07-20,124
2009-07-21,126
2009-07-22,126
2009-07-23,143
2009-07-24,145
2009-07-27,148
2009-07-28,146
2009-07-29,142
2009-07-30,151
2009-07-31,152
2009-08-03,165
2009-08-04,167
2009-08-05,165
2009-08-06,160
2009-08-07,171
2009-08-10,168
2009-08-11,158
2009-08-12,167
2009-08-13,173
2009-08-14,166
2009-08-17,146
2009-08-18,154
2009-08-19,159
2009-08-20,169
2009-08-21,185
2009-08-24,184
2009-08-25,186
2009-08-26,187
2009-08-27,189
2009-08-28,187
2009-08-31,180
2009-09-01,161
2009-09-02,158
2009-09-03,165
2009-09-04,176
2009-09-08,184
2009-09-09,191
2009-09-10,201
2009-09-11,199
2009-09-14,205
2009-09-15,208
2009-09-16,223
2009-09-17,220
2009-09-18,222
2009-09-21,219
2009-09-22,226
2009-09-23,216
2009-09-24,207
2009-09-25,201
2009-09-28,218
2009-09-29,215
2009-09-30,212
2009-10-01,188
2009-10-02,184
2009-10-05,197
2009-10-06,210
2009-10-07,213
2009-10-08,220
2009-10-09,225
2009-10-12,230
2009-10-13,227
2009-10-14,244
2009-10-15,248
2009-10-16,240
2009-10-19,249
2009-10-20,243
2009-10-21,234
2009-10-22,245
2009-10-23,233
2009-10-26,221
2009-10-27,218
2009-10-28,199
2009-10-29,220
2009-10-30,194
2009-11-02,200
2009-11-03,202
2009-11-04,203
2009-11-05,221
2009-11-06,223
2009-11-09,245
2009-11-10,245
2009-11-11,250
2009-11-12,240
2009-11-13,245
2009-11-16,260
2009-11-17,261
2009-11-18,260
2009-11-19,247
2009-11-20,243
2009-11-23,257
2009-11-24,256
2009-11-25,261
2009-11-27,244
2009-11-30,247
2009-12-01,259
2009-12-02,260
2009-12-03,251
2009-12-04,257
2009-12-07,254
2009-12-08,244
2009-12-09,248
2009-12-10,253
2009-12-11,257
2009-12-14,264
2009-12-15,258
2009-12-16,260
2009-12-17,248
2009-12-18,253
2009-12-21,264
2009-12-22,268
2009-12-23,270
2009-12-24,275
2009-12-28,276
2009-12-29,275
2009-12-30,275
2009-12-31,265
